time,total_pgfaults
1645420296.9905672,241694824
1645420297.1915045,241695177
1645420297.392427,241695531
1645420297.593351,241695887
1645420297.7942874,241696241
1645420297.995255,241696592
1645420298.196218,241696946
1645420298.3972065,241697300
1645420298.5981765,241697657
1645420298.799151,241700088
1645420299.0003011,241700448
1645420299.2012951,241700803
1645420299.4022672,241701160
1645420299.6032557,241701523
1645420299.804232,241701878
1645420300.0052009,241702242
1645420300.2062223,241702594
1645420300.407186,241702972
1645420300.6081643,241703323
1645420300.8091373,241703677
1645420301.0101163,241704028
1645420301.2111413,241704381
1645420301.4121149,241704738
1645420301.6130588,241705091
1645420301.814005,241705445
1645420302.014991,241705799
1645420302.2159843,241706151
1645420302.4169633,241706505
1645420302.6180327,241706858
1645420302.8189714,241707215
1645420303.019943,241707569
1645420303.22092,241707923
1645420303.4218898,241708277
1645420303.6228569,241708628
1645420303.823842,241708981
1645420304.0248222,241709334
1645420304.2258244,241709687
1645420304.4267993,241710043
1645420304.6277704,241710403
1645420304.828751,241710759
1645420305.0297263,241711118
1645420305.2307038,241711483
1645420305.4317467,241711839
1645420305.632744,241712198
1645420305.8337388,241712556
1645420306.0347111,241712910
1645420306.235808,241713264
1645420306.436777,241713618
1645420306.637753,241713973
1645420306.8387246,241714325
1645420307.0397203,241714679
1645420307.2407506,241715033
1645420307.4417295,241715387
1645420307.6427498,241715741
1645420307.8437397,241716094
1645420308.0447354,241716448
1645420308.2457452,241716801
1645420308.4467268,241717155
1645420308.6477065,241717507
1645420308.848739,241717861
1645420309.0497432,241718217
1645420309.2507224,241718571
1645420309.4517457,241718926
1645420309.6527467,241719291
1645420309.8537173,241719647
1645420310.054744,241720010
1645420310.2557492,241720363
1645420310.4567282,241720718
1645420310.6577263,241721075
1645420310.8587143,241721433
1645420311.0597398,241721789
1645420311.2607474,241722145
1645420311.461717,241722499
1645420311.6627445,241722852
1645420311.8637433,241723206
1645420312.0647166,241723561
1645420312.265729,241723915
1645420312.4667332,241724268
1645420312.6677442,241724623
1645420312.8688056,241724977
1645420313.069774,241725333
1645420313.2707458,241725688
1645420313.4717956,241726042
1645420313.6728175,241727389
1645420313.8740847,241727743
1645420314.075083,241728098
1645420314.2760339,241728454
1645420314.4770288,241728816
1645420314.6779845,241730105
1645420314.8790226,241730461
1645420315.0800486,241730843
1645420315.2810133,241731846
1645420315.4824097,241732201
1645420315.6833606,241732827
1645420315.8843417,241733180
1645420316.0853128,241733535
1645420316.2863102,241733888
1645420316.4872813,241734242
1645420316.6882474,241734598
1645420316.8891838,241734952
1645420317.0901647,241735389
1645420317.2911358,241735742
1645420317.4921532,241736099
1645420317.693118,241736453
1645420317.8940558,241736806
1645420318.0950468,241737163
1645420318.296015,241737519
1645420318.4969938,241737898
1645420318.6979494,241738251
1645420318.8989246,241738607
1645420319.0999262,241738962
1645420319.3009217,241739317
1645420319.501899,241739680
1645420319.7028856,241740037
1645420319.9038675,241740396
1645420320.1049526,241740750
1645420320.3061373,241741104
1645420320.5071425,241741460
1645420320.7081068,241741812
1645420320.9090855,241742165
1645420321.1100633,241742520
1645420321.311064,241742875
1645420321.5120466,241743232
1645420321.7129762,241743585
1645420321.9139886,241743939
1645420322.114975,241744293
1645420322.315954,241744647
1645420322.5169227,241745003
1645420322.7178884,241745357
1645420322.918915,241745711
1645420323.1199317,241746068
1645420323.3208952,241746422
1645420323.5219233,241746777
1645420323.7228992,241747133
1645420323.9238703,241747488
1645420324.1248386,241747843
1645420324.3258076,241748198
1645420324.5268357,241748559
1645420324.7278876,241748915
1645420324.9288552,241749276
1645420325.1298788,241749631
1645420325.3308496,241749983
1645420325.5318096,241750334
1645420325.7328277,241750691
1645420325.933773,241751046
1645420326.1347485,241751402
1645420326.3358035,241751756
1645420326.5367825,241752110
1645420326.7377644,241752466
1645420326.9387422,241752822
1645420327.1397226,241753175
1645420327.3407443,241753528
1645420327.5417325,241753883
1645420327.7428129,241754237
1645420327.943787,241754590
1645420328.1447186,241754942
1645420328.345734,241755294
1645420328.5467505,241755649
1645420328.7477076,241756944
1645420328.9489424,241758504
1645420329.150003,241758857
1645420329.3510067,241759212
1645420329.551997,241759578
1645420329.7529957,241759932
1645420329.953973,241760291
1645420330.1550531,241760646
1645420330.3561835,241761001
1645420330.5571866,241761355
1645420330.7581265,241761714
1645420330.9590757,241762069
1645420331.1600327,241762424
1645420331.360985,241762778
1645420331.5619576,241763134
1645420331.762944,241763487
1645420331.9639285,241763840
1645420332.1649113,241764196
1645420332.3659046,241764550
1645420332.5669248,241764904
1645420332.7679079,241765260
1645420332.9688883,241765614
1645420333.1698787,241765968
1645420333.3708599,241766320
1645420333.5718455,241766675
1645420333.7727935,241767028
1645420333.9737413,241767383
1645420334.1746888,241767736
1645420334.375704,241768089
1645420334.5767221,241768450
1645420334.7777092,241768804
1645420334.9787278,241769162
1645420335.179708,241769515
1645420335.3806756,241769867
1645420335.58169,241770217
1645420335.7827098,241770570
1645420335.983711,241770926
1645420336.1847303,241771279
1645420336.3857055,241771634
1645420336.586741,241771990
1645420336.7876916,241772347
1645420336.9887164,241772702
1645420337.1896749,241773056
1645420337.390644,241773412
1645420337.591625,241773767
1645420337.792564,241774119
1645420337.9935026,241774472
1645420338.194447,241774829
1645420338.395395,241775184
1645420338.5963323,241775537
1645420338.7972767,241775890
1645420338.9982207,241776244
1645420339.1991715,241776598
1645420339.4001608,241776951
1645420339.6011682,241777314
1645420339.802151,241777667
1645420340.0031364,241778026
1645420340.2041147,241778378
1645420340.4050546,241778732
1645420340.606037,241779084
1645420340.806983,241779437
1645420341.007966,241779790
1645420341.2089653,241780145
1645420341.409998,241780496
1645420341.6110141,241780848
1645420341.8119633,241781203
1645420342.012953,241781558
1645420342.2139044,241781910
1645420342.4148922,241782263
1645420342.6158772,241782618
1645420342.8168645,241782974
1645420343.0178497,241783333
1645420343.2188315,241783689
1645420343.4198174,241784042
1645420343.6207967,241784396
1645420343.8217864,241784750
1645420344.02276,241785104
1645420344.2237551,241785456
1645420344.424734,241785812
1645420344.6257162,241786168
1645420344.8267055,241786522
1645420345.0276752,241786882
1645420345.228689,241787237
1645420345.4297252,241787590
1645420345.630735,241787942
1645420345.8317134,241788294
1645420346.0327322,241788645
1645420346.2337174,241788997
1645420346.4347034,241789347
1645420346.6357152,241789699
1645420346.8367307,241790050
1645420347.0377183,241790401
1645420347.2387037,241790756
1645420347.4397297,241791109
1645420347.6407068,241791464
1645420347.8417075,241791817
1645420348.0427043,241792169
1645420348.2437353,241792522
1645420348.444722,241792875
1645420348.6457124,241793254
1645420348.846715,241793606
1645420349.0477097,241793958
1645420349.2486951,241794314
1645420349.4497154,241794667
1645420349.6507084,241795032
1645420349.85174,241795388
1645420350.0527267,241795748
1645420350.2538056,241796105
1645420350.4548,241796459
1645420350.6557865,241796815
1645420350.856772,241797167
1645420351.0577626,241797523
1645420351.2587457,241797876
1645420351.4597194,241798230
1645420351.660712,241798583
1645420351.86174,241798934
1645420352.0627375,241799288
1645420352.2638018,241799638
1645420352.465368,241799991
1645420352.666307,241800343
1645420352.867249,241800694
1645420353.0681987,241801047
1645420353.2691438,241801402
1645420353.4701216,241801752
1645420353.67107,241802104
1645420353.8720264,241802458
1645420354.072976,241802810
1645420354.2739694,241803163
1645420354.4749935,241803523
1645420354.6759946,241803876
1645420354.8769877,241804230
1645420355.077984,241804590
1645420355.2789881,241804942
1645420355.4799826,241805297
1645420355.6809826,241805648
1645420355.8819547,241806002
1645420356.0829518,241806359
1645420356.283942,241806715
1645420356.4849572,241807073
1645420356.6859536,241807429
1645420356.8869407,241807785
1645420357.0879257,241808139
1645420357.2889092,241808489
1645420357.4898922,241808842
1645420357.6908727,241809199
1645420357.891861,241809552
1645420358.0928452,241809905
1645420358.293811,241810255
1645420358.4947941,241810610
1645420358.6957805,241810961
1645420358.8967638,241813404
1645420359.0979657,241813760
1645420359.2989848,241814113
1645420359.5000346,241814477
1645420359.7009926,241814831
1645420359.9020326,241815184
1645420360.1029778,241815545
1645420360.3039286,241815897
1645420360.5049467,241816250
1645420360.7059462,241816603
1645420360.906966,241816957
1645420361.1079602,241817309
1645420361.3089561,241817663
1645420361.5099452,241818018
1645420361.7109394,241818373
1645420361.9119332,241818730
1645420362.1129282,241819084
1645420362.3139105,241819436
1645420362.514889,241819793
1645420362.7158763,241820147
1645420362.9169111,241820502
1645420363.1178966,241820854
1645420363.3188777,241821209
1645420363.5198724,241821562
1645420363.7208593,241821915
1645420363.9218738,241822268
1645420364.1228514,241822623
1645420364.3238614,241822977
1645420364.5248568,241823338
1645420364.725846,241823690
1645420364.9268756,241824049
1645420365.12786,241824401
1645420365.3288422,241824762
1645420365.5298254,241825118
1645420365.7308137,241825472
1645420365.9318025,241825825
1645420366.132787,241826178
1645420366.3337657,241826530
1645420366.5347443,241826884
1645420366.735786,241827236
1645420366.9367774,241827591
1645420367.1377594,241827942
1645420367.338713,241828295
1645420367.5397105,241828648
1645420367.7407272,241829002
1645420367.941708,241829356
1645420368.142722,241829712
1645420368.3437023,241830067
1645420368.5447288,241830418
1645420368.7457094,241830774
1645420368.9467366,241831126
1645420369.1477187,241831479
1645420369.348699,241831831
1645420369.5497308,241832199
1645420369.750711,241832555
1645420369.9517126,241832920
1645420370.1527128,241833272
1645420370.3537078,241833626
1645420370.5547404,241833979
1645420370.75573,241834336
1645420370.9567213,241834691
1645420371.1577108,241835044
1645420371.3587375,241835398
1645420371.5597153,241835753
1645420371.7607398,241836108
1645420371.9615295,241836462
1645420372.1625304,241836817
1645420372.3634708,241837173
1645420372.564412,241837528
1645420372.765353,241837881
1645420372.9662979,241838234
1645420373.1673243,241838588
1645420373.3682709,241838943
1645420373.5692105,241839297
1645420373.770155,241839649
1645420373.9711313,241840003
1645420374.1721559,241840356
1645420374.373129,241840707
1645420374.574108,241841070
1645420374.7750602,241841424
1645420374.9760437,241841798
1645420375.1769958,241842153
1645420375.3779962,241842509
1645420375.5789986,241842866
1645420375.7799578,241843221
1645420375.9809513,241843576
1645420376.181944,241843930
1645420376.382943,241844287
1645420376.583897,241844643
1645420376.7848597,241844996
1645420376.9858105,241845350
1645420377.1868062,241845704
1645420377.3877869,241846059
1645420377.5887477,241846413
1645420377.789671,241846766
1645420377.990716,241847119
1645420378.1917214,241847473
1645420378.3927016,241847829
1645420378.593716,241848206
1645420378.7947435,241848562
1645420378.9957342,241848915
1645420379.1967056,241849267
1645420379.3977265,241849621
1645420379.5987248,241849985
1645420379.799727,241850338
1645420380.0007384,241850698
1645420380.201788,241851051
1645420380.4028275,241851403
1645420380.6038024,241851757
1645420380.8047512,241852114
1645420381.0057094,241852468
1645420381.206725,241855026
1645420381.408188,241855378
1645420381.6091707,241855735
1645420381.8101635,241856090
1645420382.0111425,241856445
1645420382.2121203,241856798
1645420382.4130635,241857153
1645420382.6140068,241857507
1645420382.8150442,241857864
1645420383.0160098,241858218
1645420383.2169907,241858571
1645420383.4179697,241858925
1645420383.6189487,241859279
1645420383.8199205,241859632
1645420384.020889,241859986
1645420384.2218554,241860338
1645420384.4228382,241860692
1645420384.623922,241861054
1645420384.8249133,241861408
1645420385.0258873,241861767
1645420385.2268605,241862121
1645420385.4278412,241862477
1645420385.6288285,241862828
1645420385.8297973,241863183
1645420386.0307732,241863537
1645420386.231751,241863889
1645420386.432727,241864244
1645420386.6337018,241864601
1645420386.8347087,241864953
1645420387.035689,241865307
1645420387.2366917,241865664
1645420387.4377325,241866020
1645420387.6387033,241866377
1645420387.8397048,241866734
1645420388.0407405,241867086
1645420388.2417295,241867463
1645420388.4427211,241867816
1645420388.6436992,241868171
1645420388.8447125,241870648
1645420389.0459316,241871006
1645420389.2469916,241871361
1645420389.447953,241871717
1645420389.6489048,241872083
1645420389.849898,241872436
1645420390.0508556,241872796
1645420390.2521036,241873149
1645420390.4530833,241873503
1645420390.6540823,241873858
1645420390.8550923,241874212
1645420391.056085,241874564
1645420391.2570832,241875346
1645420391.4581897,241875700
1645420391.6591582,241876229
1645420391.8601117,241876598
1645420392.0610974,241876952
1645420392.262087,241877323
1645420392.4630783,241877676
1645420392.6640277,241878033
1645420392.8650177,241878389
1645420393.0660295,241878742
1645420393.2670145,241879163
1645420393.4679935,241879521
1645420393.6690056,241879873
1645420393.8699927,241880225
1645420394.0709836,241880579
1645420394.2719548,241880933
1645420394.4729247,241881295
1645420394.6739318,241881987
1645420394.8751478,241882447
1645420395.0761592,241882811
1645420395.2771623,241883461
1645420395.4781597,241886294
1645420395.6792595,241886694
1645420395.880223,241887052
1645420396.0811784,241887406
1645420396.2821543,241887761
1645420396.4831283,241888115
1645420396.6841073,241888471
1645420396.885114,241889469
1645420397.0860746,241889825
1645420397.287037,241890346
1645420397.487996,241890709
1645420397.6890137,241891061
1645420397.8900096,241891415
1645420398.090968,241891768
1645420398.2919586,241892121
1645420398.4929764,241892477
1645420398.6939998,241892832
1645420398.8949997,241893187
1645420399.0959852,241893539
1645420399.296987,241893893
1645420399.497955,241894257
1645420399.6990657,241894609
1645420399.9000256,241894963
1645420400.1010094,241895320
1645420400.3020053,241895672
1645420400.502986,241896029
1645420400.703963,241896384
1645420400.904958,241896740
1645420401.1059535,241897092
1645420401.3069549,241897446
1645420401.5079703,241897799
1645420401.7089884,241898152
1645420401.9099774,241898506
1645420402.1110163,241898864
1645420402.3120224,241899219
1645420402.51301,241899574
1645420402.7139897,241899927
1645420402.9149923,241900281
1645420403.1159992,241900635
1645420403.316951,241900988
1645420403.517945,241901343
1645420403.7189314,241901697
1645420403.9199545,241902052
1645420404.1209745,241902410
1645420404.3220086,241902761
1645420404.5230448,241903123
1645420404.72401,241903478
1645420404.9250398,241903838
1645420405.1260269,241904192
1645420405.327036,241904544
1645420405.5280862,241904896
1645420405.7290285,241905250
1645420405.9300077,241905605
1645420406.1309924,241905962
1645420406.3319426,241906317
1645420406.5329604,241906673
1645420406.7339902,241907029
1645420406.9349713,241907385
1645420407.135998,241907741
1645420407.33699,241908097
1645420407.537947,241908453
1645420407.7389305,241908809
1645420407.9399652,241909165
1645420408.1409647,241909519
1645420408.3419533,241909872
1645420408.5429611,241910252
1645420408.7439961,241910605
1645420408.9449894,241910960
1645420409.1460104,241911312
1645420409.3469703,241911663
1645420409.5479772,241912028
1645420409.748971,241912383
1645420409.9500034,241912743
1645420410.151029,241913096
1645420410.3519952,241913448
1645420410.5529742,241913803
1645420410.7539911,241914156
1645420410.955023,241914509
1645420411.1559887,241914865
1645420411.3569925,241915217
1645420411.557987,241915571
1645420411.759018,241915924
1645420411.9599738,241916282
1645420412.1610076,241916637
1645420412.36196,241916991
1645420412.563976,241917348
1645420412.764967,241917703
1645420412.9660757,241918057
1645420413.1670282,241918415
1645420413.368024,241918769
1645420413.5690467,241919123
1645420413.7700374,241919478
1645420413.9710298,241919832
1645420414.1720264,241920189
1645420414.372976,241920543
1645420414.574009,241920905
1645420414.7749562,241921259
1645420414.975986,241921618
1645420415.17702,241921974
1645420415.3779848,241922328
1645420415.578974,241922681
1645420415.780005,241923036
1645420415.9809976,241923389
1645420416.1819823,241923743
1645420416.3829844,241924099
1645420416.5840113,241924452
1645420416.7850058,241924806
1645420416.9860103,241925158
1645420417.186958,241925513
1645420417.3879824,241925867
1645420417.588963,241926221
1645420417.7899935,241926576
1645420417.9909945,241926933
1645420418.191948,241927285
1645420418.3929427,241927638
1645420418.5939674,241927989
1645420418.7950184,241928449
1645420418.9961119,241930788
1645420419.197265,241931142
1645420419.3982532,241931498
1645420419.5992205,241931865
1645420419.8001852,241932221
1645420420.0011153,241932583
1645420420.2020996,241932937
1645420420.4031076,241933292
1645420420.6040945,241933647
1645420420.805075,241934003
1645420421.0060713,241934359
1645420421.2070274,241934714
1645420421.40803,241935070
1645420421.6090224,241935426
1645420421.8100376,241935778
1645420422.0110369,241936132
1645420422.212068,241936484
1645420422.4130242,241936838
1645420422.61403,241937194
1645420422.8150296,241937546
1645420423.0159807,241937899
1645420423.217003,241938255
1645420423.417994,241938607
1645420423.6189456,241938960
1645420423.8199773,241939311
1645420424.0209856,241939665
1645420424.2220144,241940019
1645420424.4229717,241940373
1645420424.6240046,241940735
1645420424.8250017,241941087
1645420425.0259879,241941446
1645420425.2269459,241941809
1645420425.4279807,241942163
1645420425.6290267,241942520
1645420425.8300226,241942876
1645420426.0310154,241943231
1645420426.2320125,241943585
1645420426.433017,241943936
1645420426.6339965,241944290
1645420426.83503,241944646
1645420427.035987,241945003
1645420427.236987,241945359
1645420427.4380245,241945718
1645420427.6389835,241946071
1645420427.8399785,241946425
1645420428.0410123,241946780
1645420428.2420359,241947133
1645420428.443028,241947487
1645420428.6440053,241947839
1645420428.8449862,241948193
1645420429.0459778,241948545
1645420429.2469482,241948899
1645420429.4479413,241949254
1645420429.648956,241949618
1645420429.8499372,241949970
1645420430.0509317,241950332
1645420430.251931,241950683
1645420430.4529576,241951036
1645420430.6539426,241951390
1645420430.8549316,241951744
1645420431.055956,241952100
1645420431.2570138,241952454
1645420431.4580276,241952812
1645420431.6589806,241953165
1645420431.8600318,241953518
1645420432.0610516,241953873
1645420432.2620316,241954231
1645420432.4630187,241954588
1645420432.6639957,241954942
1645420432.8650193,241955296
1645420433.0660145,241955649
1645420433.2670133,241956004
1645420433.4679945,241956360
1645420433.6690578,241956732
1645420433.870066,241957086
1645420434.071016,241957440
1645420434.2720544,241957794
1645420434.473014,241958151
1645420434.6739683,241958504
1645420434.8749924,241958857
1645420435.0759342,241959232
1645420435.276965,241959588
1645420435.4779947,241959943
1645420435.6789854,241960296
1645420435.8800232,241960651
1645420436.0810187,241961006
1645420436.281962,241961362
1645420436.4829745,241961717
1645420436.684074,241962073
1645420436.8850284,241962427
1645420437.0860057,241962780
1645420437.2869556,241963135
1645420437.4879744,241963489
1645420437.6889846,241963845
1645420437.8900077,241964202
1645420438.0910318,241965549
1645420438.2923968,241965927
1645420438.4934118,241966279
1645420438.6943567,241966659
1645420438.8953223,241967010
1645420439.0962808,241967364
1645420439.2972374,241967716
1645420439.4982107,241968077
1645420439.6992228,241968430
1645420439.9001741,241968786
1645420440.1011603,241969142
1645420440.3023477,241969495
1645420440.5033526,241969848
1645420440.7043097,241970199
1645420440.9052608,241970552
1645420441.106207,241970905
1645420441.3071616,241971258
1645420441.5081267,241971610
1645420441.7091022,241971965
1645420441.9101007,241972317
1645420442.1110833,241972671
1645420442.3120675,241973023
1645420442.5130713,241973375
1645420442.7140543,241973728
1645420442.915055,241974080
1645420443.1160028,241974434
1645420443.3169992,241974787
1645420443.517957,241975139
1645420443.718968,241975493
1645420443.9199977,241975847
1645420444.120946,241976203
1645420444.3219388,241976554
1645420444.522923,241976911
1645420444.7239444,241977266
1645420444.9249783,241977623
1645420445.1259604,241977978
1645420445.3269868,241978332
1645420445.5279732,241978685
1645420445.7289903,241979036
1645420445.9299738,241979386
1645420446.1309822,241979739
1645420446.3319347,241980093
1645420446.5329576,241980448
1645420446.733979,241980800
1645420446.9349685,241981152
1645420447.1359806,241981505
1645420447.3369677,241981860
1645420447.53796,241982213
1645420447.738982,241982567
1645420447.9399762,241982919
1645420448.1409657,241983273
1645420448.3419468,241983625
1645420448.542967,241983978
1645420448.7439895,241984333
1645420448.9449813,241986801
1645420449.1461484,241987157
1645420449.3471568,241987510
1645420449.5481462,241987875
1645420449.7491398,241988230
1645420449.9501343,241988588
1645420450.1512132,241988938
1645420450.3522828,241989290
1645420450.5532527,241989645
1645420450.7542074,241989999
1645420450.9551296,241990353
1645420451.1561122,241990704
1645420451.357108,241991057
1645420451.558057,241991414
1645420451.7590942,241991767
1645420451.960081,241992121
1645420452.1610708,241992477
1645420452.362072,241992831
1645420452.5630639,241993188
1645420452.7640243,241993539
1645420452.9650126,241993892
1645420453.1659708,241994245
1645420453.366955,241994597
1645420453.5679853,241994949
1645420453.7689683,241995302
1645420453.9699984,241995653
1645420454.170976,241996006
1645420454.3719704,241996359
1645420454.5729551,241996721
1645420454.7739875,241997075
1645420454.974976,241997436
1645420455.1759734,241997788
1645420455.3770032,241998144
1645420455.5779533,241998497
1645420455.7789855,241998847
1645420455.979976,241999201
1645420456.1809883,241999553
1645420456.3819323,241999906
1645420456.5829523,242000260
1645420456.7839744,242000618
1645420456.98499,242000974
1645420457.185978,242001329
1645420457.386974,242001683
1645420457.5879688,242002037
1645420457.7889903,242002390
1645420457.989985,242002744
1645420458.1909888,242003101
1645420458.3919802,242003455
1645420458.5929658,242003809
1645420458.793994,242004162
1645420458.9950175,242004516
1645420459.1960368,242004865
1645420459.3969953,242005218
1645420459.5979807,242005597
1645420459.799031,242005950
1645420460.0000298,242006306
1645420460.2010102,242006660
1645420460.4020357,242007011
1645420460.6030183,242007364
1645420460.8040109,242007718
1645420461.0050318,242008071
1645420461.2059832,242008422
1645420461.4070377,242008774
1645420461.6080143,242009127
1645420461.8090072,242009480
1645420462.0100126,242009831
1645420462.210975,242010183
1645420462.4119737,242010537
1645420462.6130052,242010891
1645420462.813998,242011244
1645420463.014955,242011598
1645420463.215988,242011955
1645420463.417021,242012310
1645420463.617984,242012663
1645420463.8189807,242013017
1645420464.0199618,242013371
1645420464.2210338,242013726
1645420464.4219847,242014077
1645420464.6229384,242014438
1645420464.823937,242014791
1645420465.0249615,242015149
1645420465.2260647,242015502
1645420465.4270234,242015858
1645420465.6280212,242016212
1645420465.829013,242016565
1645420466.030009,242016918
1645420466.230973,242017273
1645420466.4320014,242017624
1645420466.6329877,242017979
1645420466.8340244,242018331
1645420467.034976,242018686
1645420467.2360125,242019039
1645420467.4369993,242019391
1645420467.6379507,242019741
1645420467.8389428,242020092
1645420468.0399737,242020445
1645420468.240998,242020796
1645420468.442024,242021149
1645420468.6430125,242021526
1645420468.8440018,242021880
1645420469.0449922,242022230
1645420469.2459571,242022584
1645420469.4469519,242022940
1645420469.64798,242023306
1645420469.8489735,242023660
1645420470.0500004,242024018
1645420470.251042,242024374
1645420470.4520366,242024729
1645420470.6530433,242025082
1645420470.8539991,242025436
1645420471.0549977,242025791
1645420471.2560399,242026146
1645420471.4570398,242026497
1645420471.6579995,242026850
1645420471.85902,242027203
1645420472.0600185,242027555
1645420472.2610073,242027909
1645420472.4620383,242028261
1645420472.664191,242028617
1645420472.8651648,242028970
1645420473.066136,242029323
1645420473.2671106,242029675
1645420473.4681025,242030027
1645420473.6690516,242030379
1645420473.8700125,242030732
1645420474.0710087,242031085
1645420474.2720263,242031439
1645420474.472966,242031797
1645420474.6739287,242032151
1645420474.8749275,242032505
1645420475.075923,242032864
1645420475.2769194,242033218
1645420475.4779456,242033569
1645420475.6789813,242033921
1645420475.880015,242034282
1645420476.0810483,242034635
1645420476.2820315,242034991
1645420476.4829924,242035342
1645420476.684013,242035695
1645420476.8850133,242036048
1645420477.0859985,242036401
1645420477.2870176,242036754
1645420477.488001,242037105
1645420477.6890283,242037460
1645420477.8900192,242037814
1645420478.0909932,242038166
1645420478.2920363,242038519
1645420478.4930375,242038875
1645420478.694018,242039229
1645420478.89502,242041634
1645420479.096216,242042010
1645420479.2971988,242042365
1645420479.4981973,242042730
1645420479.6991217,242043086
1645420479.9001036,242043439
1645420480.1010928,242043802
1645420480.302051,242044156
1645420480.503044,242044511
1645420480.7040277,242044864
1645420480.9050555,242045216
1645420481.1060796,242045573
1645420481.3070505,242045924
1645420481.5080462,242046276
1645420481.7090697,242046629
1645420481.9101,242046982
1645420482.1110923,242047340
1645420482.3121607,242047692
1645420482.5131342,242048046
1645420482.7141125,242048400
1645420482.9150984,242048753
1645420483.116045,242049107
1645420483.317045,242049459
1645420483.5180013,242049812
1645420483.7190075,242050167
1645420483.9199965,242050520
1645420484.1209486,242050874
1645420484.3219364,242051228
1645420484.5229266,242051588
1645420484.7239227,242051942
1645420484.9249501,242052299
1645420485.1259427,242052652
1645420485.3269758,242053013
1645420485.5280542,242053369
1645420485.7290165,242053722
1645420485.9300034,242054076
1645420486.1310384,242054429
1645420486.332072,242054779
1645420486.533019,242055131
1645420486.733983,242055485
1645420486.9350114,242055840
1645420487.1360064,242056192
1645420487.337075,242056546
1645420487.5380404,242056898
1645420487.7390163,242057253
1645420487.9400036,242057607
1645420488.141033,242057960
1645420488.3420455,242058315
1645420488.543016,242058671
1645420488.7439992,242059027
1645420488.9449954,242059380
1645420489.145975,242059735
1645420489.346987,242060091
1645420489.547983,242060457
1645420489.7489872,242060810
1645420489.950019,242061172
1645420490.150978,242061524
1645420490.3520617,242061879
1645420490.5530436,242062231
1645420490.754036,242062584
1645420490.9550407,242062936
1645420491.1559992,242063288
1645420491.3569944,242063641
1645420491.5579581,242063993
1645420491.7589326,242064345
1645420491.9599578,242064697
1645420492.1609702,242065049
1645420492.362004,242065402
1645420492.5629842,242065753
1645420492.7640095,242066105
1645420492.964993,242066457
1645420493.1659832,242066809
1645420493.3669832,242067163
1645420493.568051,242067517
1645420493.769037,242067870
1645420493.9700286,242068225
1645420494.1710162,242068581
1645420494.3720095,242068934
1645420494.5729613,242069296
1645420494.7739577,242069651
1645420494.9749827,242070026
1645420495.176013,242070380
1645420495.3771286,242070733
1645420495.5781128,242071088
1645420495.7790992,242071443
1645420495.9800837,242071797
1645420496.181073,242072151
1645420496.382068,242072506
1645420496.583068,242072860
1645420496.7840521,242073215
1645420496.9850264,242073569
1645420497.1859794,242073921
1645420497.387054,242074274
1645420497.5880108,242074633
1645420497.789003,242074983
1645420497.9900303,242075336
1645420498.1910381,242075688
1645420498.392077,242076040
1645420498.5930612,242076416
1645420498.7940364,242076771
1645420498.9950697,242077125
1645420499.1960633,242077477
1645420499.3970506,242077828
1645420499.5980175,242078193
1645420499.798973,242078546
1645420499.9999936,242078904
1645420500.2010899,242079256
1645420500.4022417,242079607
1645420500.6032944,242079958
1645420500.8042495,242080309
1645420501.0051954,242080662
1645420501.206135,242081016
1645420501.4070723,242081368
1645420501.6080182,242081722
1645420501.809045,242082075
1645420502.010014,242082429
1645420502.2110062,242082785
1645420502.411991,242083138
1645420502.6129842,242083492
1645420502.8139644,242083845
1645420503.014945,242084201
1645420503.2159278,242084558
1645420503.416921,242084913
1645420503.6178741,242085264
1645420503.8188195,242085619
1645420504.019761,242085975
1645420504.2207146,242086328
1645420504.4216983,242086683
1645420504.6226852,242087050
1645420504.823638,242087402
1645420505.0245793,242087761
1645420505.2255235,242088115
1645420505.4264684,242088469
1645420505.6274137,242088821
1645420505.828347,242089173
1645420506.0292847,242089528
1645420506.230232,242089884
1645420506.431175,242090235
1645420506.632113,242090590
1645420506.8331032,242090942
1645420507.0340562,242091298
1645420507.23501,242091651
1645420507.4359941,242092007
1645420507.6369412,242092362
1645420507.8379354,242092715
1645420508.038969,242093069
1645420508.239991,242093425
1645420508.4409757,242093778
1645420508.6419964,242094133
1645420508.843022,242094488
1645420509.0440485,242096986
1645420509.2452517,242097341
1645420509.4462335,242097698
1645420509.6471946,242098062
1645420509.8481236,242098417
1645420510.0490851,242098773
1645420510.250351,242099126
1645420510.451337,242099481
1645420510.6522934,242099838
1645420510.853257,242100192
1645420511.0542154,242100545
1645420511.2551646,242100899
1645420511.4561276,242101252
1645420511.657108,242101604
1645420511.8580608,242101960
1645420512.059028,242102315
1645420512.2600214,242102668
1645420512.4610107,242103023
1645420512.6620035,242103376
1645420512.863026,242103728
1645420513.064008,242104083
1645420513.2650084,242104442
1645420513.4660385,242104798
1645420513.666998,242105153
1645420513.8680258,242105509
1645420514.0689821,242105863
1645420514.270005,242106219
1645420514.4709945,242106577
1645420514.6719387,242106941
1645420514.8729343,242107293
1645420515.0739295,242107655
1645420515.275036,242108012
1645420515.4759974,242108366
1645420515.6769629,242108722
1645420515.877966,242109080
1645420516.0790055,242109434
1645420516.2800355,242109787
1645420516.4809852,242110141
1645420516.6819732,242110493
1645420516.8829987,242110847
1645420517.083977,242111202
1645420517.284977,242111557
